Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
32.0,company invited,3,11.0,salaried,male,2,3.0,deluxe,4.0,divorced,2.0,0,3,1,1.0,manager,21524.0,0
43.0,self enquiry,3,8.0,small business,male,3,3.0,deluxe,3.0,married,2.0,1,3,0,0.0,manager,22847.0,0
21.0,self enquiry,3,11.0,small business,male,2,3.0,basic,5.0,single,2.0,1,1,1,0.0,executive,17380.0,0
31.0,self enquiry,1,6.0,small business,male,2,3.0,basic,4.0,single,2.0,0,3,1,0.0,executive,17501.0,0
30.0,self enquiry,1,15.0,salaried,female,3,6.0,deluxe,5.0,married,5.0,0,1,0,1.0,manager,28393.0,0
24.0,self enquiry,3,9.0,large business,male,4,4.0,basic,5.0,married,5.0,0,3,1,2.0,executive,21000.0,0
34.0,self enquiry,3,15.0,salaried,female,3,3.0,deluxe,3.0,divorced,2.0,0,2,1,2.0,manager,20714.0,0
30.0,self enquiry,1,9.0,salaried,male,4,4.0,basic,4.0,married,2.0,0,4,1,1.0,executive,21381.0,0
38.0,self enquiry,1,16.0,small business,female,2,5.0,standard,3.0,married,4.0,0,1,1,1.0,senior manager,28206.0,0
46.0,self enquiry,2,31.0,small business,male,3,4.0,basic,4.0,single,3.0,0,4,0,2.0,executive,20855.0,0
56.0,self enquiry,1,13.0,large business,male,3,3.0,basic,3.0,married,1.0,0,4,1,2.0,executive,17339.0,1
44.0,company invited,1,16.0,salaried,male,3,4.0,basic,3.0,single,6.0,0,3,0,2.0,executive,21116.0,0
27.0,self enquiry,1,6.0,salaried,female,3,3.0,standard,5.0,married,2.0,0,4,0,2.0,senior manager,22412.0,0
51.0,company invited,3,7.0,salaried,male,3,4.0,deluxe,3.0,single,5.0,1,2,0,1.0,manager,23406.0,1
50.0,company invited,3,18.0,small business,female,3,3.0,standard,3.0,single,5.0,0,5,1,2.0,senior manager,24208.0,0
31.0,self enquiry,1,15.0,salaried,male,2,3.0,standard,4.0,married,2.0,0,3,0,0.0,senior manager,25648.0,0
40.0,self enquiry,3,6.0,small business,male,2,5.0,deluxe,3.0,married,3.0,1,3,1,0.0,manager,22457.0,0
25.0,self enquiry,1,24.0,salaried,male,4,5.0,basic,4.0,divorced,3.0,0,3,1,2.0,executive,20805.0,0
41.0,self enquiry,1,27.0,large business,male,4,4.0,standard,3.0,divorced,6.0,0,3,1,2.0,senior manager,29000.0,0
39.0,self enquiry,1,32.0,salaried,female,3,5.0,standard,4.0,married,5.0,0,3,0,2.0,senior manager,30739.0,0
27.0,self enquiry,1,23.0,salaried,female,2,3.0,basic,3.0,single,2.0,1,5,1,0.0,executive,17394.0,1
35.0,self enquiry,1,9.0,small business,female,3,5.0,basic,5.0,single,3.0,0,2,1,2.0,executive,23059.0,0
34.0,self enquiry,3,8.0,salaried,male,2,3.0,deluxe,3.0,single,2.0,0,5,0,0.0,manager,21274.0,0
38.0,self enquiry,3,9.0,small business,male,4,4.0,deluxe,3.0,divorced,6.0,1,3,0,2.0,manager,28280.0,0
29.0,company invited,1,31.0,large business,male,4,5.0,standard,5.0,single,3.0,0,2,0,1.0,senior manager,27400.0,1
27.0,self enquiry,1,12.0,small business,female,3,4.0,basic,3.0,married,1.0,0,2,1,1.0,executive,17187.0,0
27.0,self enquiry,3,8.0,small business,male,2,3.0,basic,5.0,married,1.0,0,5,1,1.0,executive,18041.0,1
41.0,self enquiry,1,14.0,salaried,male,4,4.0,basic,5.0,single,5.0,1,3,0,2.0,executive,20844.0,1
31.0,self enquiry,1,27.0,salaried,male,3,4.0,deluxe,5.0,divorced,2.0,0,4,1,1.0,manager,28635.0,0
37.0,self enquiry,1,9.0,salaried,female,4,4.0,basic,3.0,married,6.0,0,5,1,1.0,executive,21221.0,0
34.0,self enquiry,1,8.0,salaried,male,3,4.0,basic,3.0,married,4.0,0,5,1,2.0,executive,17768.0,0
21.0,self enquiry,1,7.0,salaried,female,3,5.0,basic,4.0,single,3.0,0,4,1,1.0,executive,21514.0,0
31.0,self enquiry,1,13.0,large business,female,3,5.0,deluxe,3.0,divorced,2.0,0,4,1,2.0,manager,23305.0,0
34.0,self enquiry,1,33.0,small business,female,3,3.0,basic,4.0,single,3.0,0,3,0,0.0,executive,17311.0,0
44.0,company invited,1,16.0,small business,male,4,4.0,deluxe,3.0,married,5.0,1,3,1,1.0,manager,24357.0,0
40.0,self enquiry,1,31.0,salaried,male,3,4.0,deluxe,3.0,single,2.0,0,4,1,1.0,manager,22786.0,0
32.0,company invited,1,14.0,salaried,female,3,5.0,standard,3.0,married,3.0,0,1,1,1.0,senior manager,27621.0,0
22.0,self enquiry,1,14.0,salaried,male,3,5.0,basic,5.0,married,2.0,0,1,0,1.0,executive,17451.0,0
26.0,self enquiry,2,27.0,small business,female,4,4.0,basic,4.0,married,2.0,1,3,0,2.0,executive,22347.0,1
58.0,self enquiry,3,36.0,small business,male,3,5.0,super deluxe,3.0,married,5.0,0,3,1,1.0,avp,32796.0,0
37.0,self enquiry,1,10.0,large business,male,2,4.0,deluxe,4.0,single,6.0,0,1,1,1.0,manager,23163.0,0
35.0,company invited,1,8.0,small business,male,2,3.0,deluxe,3.0,married,3.0,0,3,0,1.0,manager,20762.0,0
30.0,company invited,1,7.0,salaried,male,4,6.0,basic,3.0,married,3.0,0,1,0,3.0,executive,21398.0,0
39.0,self enquiry,1,16.0,salaried,female,4,4.0,basic,3.0,single,3.0,0,1,1,3.0,executive,20966.0,0
21.0,self enquiry,1,18.0,small business,female,4,5.0,basic,5.0,single,3.0,1,3,0,2.0,executive,21278.0,1
60.0,self enquiry,1,10.0,small business,female,3,3.0,basic,5.0,divorced,6.0,1,2,1,2.0,executive,21348.0,0
60.0,self enquiry,3,32.0,salaried,female,3,4.0,standard,5.0,single,2.0,0,3,1,1.0,senior manager,26315.0,0
25.0,self enquiry,3,14.0,salaried,female,2,3.0,deluxe,3.0,married,1.0,1,1,1,1.0,manager,19907.0,0
43.0,company invited,1,27.0,small business,male,3,3.0,basic,3.0,divorced,1.0,0,4,0,2.0,executive,17258.0,0
28.0,self enquiry,3,11.0,small business,male,3,3.0,deluxe,3.0,single,2.0,0,3,1,0.0,manager,19908.0,0
53.0,company invited,3,8.0,small business,female,2,4.0,standard,4.0,married,3.0,0,1,1,0.0,senior manager,22525.0,0
35.0,company invited,1,7.0,salaried,male,4,4.0,basic,5.0,married,7.0,0,1,1,3.0,executive,21674.0,0
26.0,self enquiry,3,11.0,small business,male,3,5.0,deluxe,5.0,divorced,3.0,0,3,1,2.0,manager,22934.0,0
21.0,self enquiry,3,28.0,small business,male,3,2.0,basic,3.0,single,3.0,0,3,1,2.0,executive,21356.0,0
31.0,self enquiry,3,19.0,large business,female,3,4.0,deluxe,3.0,single,2.0,0,2,1,1.0,manager,25255.0,0
45.0,self enquiry,1,14.0,small business,female,3,5.0,standard,3.0,married,5.0,0,4,0,1.0,senior manager,28926.0,0
31.0,self enquiry,1,14.0,salaried,male,3,4.0,deluxe,3.0,married,3.0,0,5,1,2.0,manager,22169.0,0
26.0,self enquiry,3,17.0,salaried,male,3,4.0,deluxe,3.0,single,2.0,0,1,1,1.0,manager,23628.0,0
29.0,self enquiry,1,9.0,salaried,male,4,5.0,basic,4.0,married,2.0,0,1,0,3.0,executive,21879.0,0
30.0,self enquiry,1,36.0,salaried,male,4,6.0,deluxe,3.0,married,2.0,0,5,1,3.0,manager,25062.0,0
38.0,company invited,1,9.0,salaried,male,4,5.0,deluxe,3.0,married,7.0,0,1,1,3.0,manager,23841.0,0
46.0,self enquiry,3,27.0,salaried,female,3,4.0,deluxe,3.0,single,2.0,0,1,1,1.0,manager,23528.0,0
42.0,self enquiry,3,20.0,small business,female,3,4.0,deluxe,3.0,single,1.0,0,3,0,0.0,manager,21244.0,0
29.0,self enquiry,3,9.0,small business,female,3,4.0,deluxe,4.0,married,3.0,1,3,1,2.0,manager,23457.0,0
29.0,self enquiry,3,6.0,small business,female,2,4.0,basic,3.0,married,7.0,1,2,0,1.0,executive,17800.0,1
34.0,self enquiry,1,22.0,small business,female,4,4.0,deluxe,3.0,married,2.0,1,1,1,2.0,manager,23556.0,0
35.0,self enquiry,3,9.0,small business,female,3,4.0,deluxe,5.0,single,2.0,1,3,1,1.0,manager,23216.0,0
54.0,company invited,1,7.0,salaried,female,2,3.0,standard,3.0,married,1.0,0,5,0,1.0,senior manager,25502.0,0
51.0,self enquiry,3,30.0,small business,female,2,4.0,deluxe,4.0,single,1.0,1,5,1,1.0,manager,17838.0,1
41.0,company invited,1,16.0,salaried,male,3,4.0,super deluxe,5.0,married,5.0,0,1,1,0.0,avp,32181.0,0
47.0,self enquiry,3,9.0,salaried,male,4,4.0,standard,3.0,married,6.0,1,3,0,3.0,senior manager,29046.0,0
33.0,self enquiry,1,31.0,small business,male,2,4.0,basic,4.0,single,5.0,1,4,0,0.0,executive,17313.0,1
30.0,self enquiry,1,8.0,small business,male,2,4.0,basic,3.0,single,1.0,0,4,0,0.0,executive,17720.0,0
31.0,company invited,1,16.0,small business,male,4,4.0,deluxe,5.0,married,3.0,0,2,0,2.0,manager,21750.0,0
32.0,company invited,3,9.0,salaried,female,3,5.0,basic,3.0,single,2.0,0,5,0,2.0,executive,21463.0,1
32.0,self enquiry,1,12.0,large business,male,3,4.0,basic,3.0,married,2.0,1,4,1,1.0,executive,23499.0,0
59.0,company invited,3,9.0,small business,male,3,4.0,super deluxe,4.0,married,6.0,0,4,1,1.0,avp,21383.0,0
30.0,self enquiry,1,15.0,small business,male,4,5.0,deluxe,3.0,married,3.0,1,3,1,2.0,manager,23734.0,0
40.0,company invited,1,6.0,salaried,male,3,4.0,super deluxe,4.0,married,2.0,0,1,1,1.0,avp,28503.0,0
45.0,self enquiry,1,7.0,small business,male,3,4.0,basic,3.0,single,8.0,1,4,0,2.0,executive,21114.0,0
44.0,company invited,1,34.0,salaried,female,3,4.0,standard,5.0,divorced,2.0,0,4,0,1.0,senior manager,29498.0,0
35.0,self enquiry,3,17.0,salaried,female,3,4.0,basic,3.0,divorced,3.0,1,2,0,2.0,executive,20898.0,0
39.0,self enquiry,1,9.0,small business,male,4,4.0,basic,3.0,married,8.0,1,4,0,3.0,executive,21735.0,0
26.0,self enquiry,1,29.0,salaried,female,2,3.0,basic,3.0,married,2.0,0,3,1,1.0,executive,17886.0,0
21.0,company invited,3,16.0,small business,female,3,4.0,basic,3.0,single,3.0,1,4,1,1.0,executive,21001.0,1
40.0,company invited,1,9.0,salaried,female,3,5.0,basic,5.0,single,4.0,1,3,0,1.0,executive,22324.0,1
37.0,self enquiry,3,22.0,small business,male,3,4.0,deluxe,3.0,married,5.0,0,5,1,2.0,manager,21334.0,0
30.0,self enquiry,1,34.0,small business,female,4,4.0,deluxe,3.0,divorced,6.0,0,2,1,1.0,manager,23013.0,0
37.0,self enquiry,3,7.0,salaried,male,3,4.0,deluxe,3.0,married,3.0,1,3,1,2.0,manager,24879.0,0
21.0,self enquiry,1,7.0,salaried,female,3,5.0,basic,4.0,single,3.0,0,4,0,2.0,executive,21514.0,0
41.0,self enquiry,3,12.0,salaried,female,3,3.0,standard,3.0,single,4.0,1,2,0,1.0,senior manager,28591.0,0
38.0,company invited,1,18.0,salaried,male,1,4.0,deluxe,5.0,married,3.0,0,5,1,0.0,manager,21288.0,0
30.0,self enquiry,3,8.0,large business,male,3,3.0,basic,4.0,married,2.0,0,3,1,0.0,executive,17476.0,0
23.0,self enquiry,1,12.0,salaried,male,3,2.0,basic,4.0,married,3.0,1,4,1,1.0,executive,21006.0,0
41.0,self enquiry,1,9.0,small business,female,4,5.0,deluxe,3.0,married,8.0,0,5,1,2.0,manager,22126.0,0
55.0,self enquiry,3,6.0,salaried,male,3,3.0,standard,3.0,divorced,4.0,0,2,0,1.0,senior manager,25239.0,0
39.0,company invited,1,15.0,salaried,male,3,3.0,deluxe,4.0,single,21.0,0,2,1,0.0,manager,21782.0,0
32.0,company invited,3,12.0,small business,female,3,4.0,basic,4.0,married,3.0,0,3,0,2.0,executive,21467.0,0
35.0,self enquiry,1,14.0,salaried,female,3,4.0,standard,4.0,single,2.0,0,5,0,1.0,senior manager,30672.0,0
38.0,self enquiry,3,13.0,small business,male,4,4.0,deluxe,3.0,married,6.0,0,3,1,1.0,manager,25180.0,0
35.0,company invited,1,9.0,salaried,male,4,4.0,deluxe,3.0,single,4.0,0,4,1,3.0,manager,22711.0,0
27.0,self enquiry,3,11.0,small business,male,3,5.0,deluxe,3.0,single,3.0,1,2,1,2.0,manager,24506.0,1
28.0,self enquiry,1,22.0,small business,male,3,2.0,deluxe,5.0,single,1.0,0,5,0,2.0,manager,20661.0,0
42.0,self enquiry,1,10.0,large business,male,2,3.0,king,3.0,divorced,2.0,0,2,0,1.0,vp,34232.0,0
54.0,self enquiry,2,25.0,small business,male,2,3.0,standard,4.0,married,3.0,0,3,1,1.0,senior manager,25725.0,0
39.0,self enquiry,1,9.0,salaried,male,3,4.0,basic,3.0,single,7.0,1,4,0,2.0,executive,22622.0,0
45.0,self enquiry,1,7.0,salaried,male,4,2.0,deluxe,5.0,married,4.0,0,3,1,3.0,manager,23711.0,0
36.0,self enquiry,1,18.0,small business,female,2,4.0,standard,3.0,single,1.0,0,2,1,0.0,senior manager,23858.0,0
46.0,company invited,3,16.0,salaried,female,4,5.0,deluxe,3.0,divorced,3.0,0,3,0,1.0,manager,24271.0,0
37.0,company invited,3,22.0,small business,male,3,6.0,deluxe,3.0,married,3.0,0,1,1,1.0,manager,24084.0,0
32.0,self enquiry,3,20.0,small business,male,3,4.0,deluxe,5.0,married,4.0,0,2,0,1.0,manager,22911.0,1
43.0,company invited,1,27.0,small business,male,3,3.0,basic,3.0,married,1.0,0,4,1,2.0,executive,17258.0,0
57.0,company invited,1,16.0,small business,female,4,4.0,basic,3.0,married,4.0,0,1,1,1.0,executive,21620.0,0
60.0,self enquiry,1,6.0,small business,male,3,5.0,standard,3.0,married,4.0,0,5,0,0.0,senior manager,25883.0,0
31.0,company invited,1,10.0,small business,female,4,4.0,basic,3.0,married,3.0,0,3,1,2.0,executive,20761.0,0
21.0,self enquiry,3,28.0,small business,male,3,2.0,basic,3.0,single,3.0,0,3,0,1.0,executive,21356.0,0
49.0,self enquiry,1,22.0,small business,female,3,3.0,basic,5.0,married,5.0,1,1,1,1.0,executive,17587.0,0
26.0,company invited,1,6.0,small business,female,3,4.0,basic,3.0,married,2.0,0,2,1,0.0,executive,17007.0,0
36.0,self enquiry,1,30.0,small business,female,2,4.0,basic,5.0,divorced,5.0,1,4,1,1.0,executive,22692.0,0
36.0,self enquiry,3,6.0,salaried,male,2,3.0,deluxe,3.0,divorced,2.0,1,3,1,1.0,manager,21201.0,0
41.0,self enquiry,1,9.0,small business,female,3,2.0,deluxe,3.0,married,7.0,0,3,1,1.0,manager,25055.0,0
57.0,self enquiry,1,15.0,salaried,female,4,4.0,basic,5.0,married,6.0,1,4,1,2.0,executive,22935.0,0
24.0,self enquiry,3,14.0,salaried,male,3,4.0,basic,3.0,married,3.0,1,1,1,1.0,executive,20953.0,1
27.0,self enquiry,1,9.0,small business,male,3,2.0,deluxe,3.0,married,3.0,0,3,1,2.0,manager,24150.0,0
27.0,self enquiry,1,23.0,small business,male,3,4.0,basic,4.0,married,4.0,1,1,1,1.0,executive,21051.0,1
29.0,self enquiry,1,7.0,salaried,male,3,4.0,basic,3.0,married,3.0,0,1,0,1.0,executive,20722.0,0
51.0,company invited,3,15.0,large business,male,3,4.0,deluxe,3.0,divorced,5.0,1,5,1,1.0,manager,25474.0,1
40.0,self enquiry,1,7.0,small business,female,4,4.0,basic,3.0,married,2.0,0,3,1,1.0,executive,20910.0,0
21.0,self enquiry,1,16.0,salaried,female,2,4.0,basic,5.0,single,2.0,0,3,1,0.0,executive,16416.0,1
58.0,self enquiry,1,8.0,large business,female,3,4.0,standard,3.0,married,1.0,0,5,0,0.0,senior manager,17372.0,1
48.0,self enquiry,3,21.0,small business,female,4,4.0,deluxe,3.0,divorced,5.0,1,5,1,1.0,manager,23269.0,0
53.0,self enquiry,1,13.0,large business,male,4,4.0,deluxe,5.0,married,5.0,1,4,1,3.0,manager,24255.0,0
30.0,self enquiry,3,7.0,small business,female,3,5.0,basic,3.0,married,8.0,1,1,1,2.0,executive,21478.0,1
41.0,self enquiry,1,15.0,small business,male,4,5.0,basic,3.0,single,3.0,1,4,1,3.0,executive,27772.0,1
24.0,self enquiry,1,11.0,small business,male,3,3.0,basic,5.0,divorced,4.0,0,4,0,2.0,executive,21497.0,0
32.0,self enquiry,1,8.0,small business,female,3,1.0,deluxe,3.0,single,1.0,0,3,0,0.0,manager,20055.0,0
37.0,self enquiry,3,9.0,salaried,female,3,4.0,deluxe,3.0,single,5.0,0,4,1,2.0,manager,23180.0,0
30.0,self enquiry,1,10.0,small business,male,4,5.0,standard,3.0,divorced,3.0,0,2,1,3.0,senior manager,30613.0,0
29.0,company invited,3,19.0,large business,female,2,3.0,deluxe,4.0,single,6.0,0,3,0,1.0,manager,20765.0,1
36.0,self enquiry,1,9.0,salaried,female,4,4.0,basic,5.0,married,3.0,1,1,1,2.0,executive,20752.0,1
20.0,self enquiry,3,28.0,salaried,male,3,5.0,basic,4.0,single,3.0,1,2,0,2.0,executive,20799.0,1
43.0,self enquiry,3,10.0,small business,female,2,4.0,standard,3.0,single,4.0,0,3,1,0.0,senior manager,25231.0,0
33.0,company invited,3,28.0,small business,male,3,3.0,deluxe,4.0,married,1.0,0,1,0,0.0,manager,21146.0,0
43.0,self enquiry,1,7.0,salaried,female,3,5.0,deluxe,3.0,divorced,2.0,1,3,0,2.0,manager,24740.0,0
50.0,self enquiry,3,9.0,small business,male,2,4.0,basic,3.0,married,2.0,1,4,1,1.0,executive,17683.0,1
34.0,self enquiry,1,13.0,small business,male,2,3.0,basic,3.0,single,2.0,0,1,0,1.0,executive,17972.0,0
32.0,self enquiry,3,14.0,large business,male,4,2.0,deluxe,3.0,married,6.0,0,1,1,2.0,manager,25607.0,0
38.0,self enquiry,1,23.0,salaried,female,3,4.0,standard,3.0,divorced,1.0,0,2,0,2.0,senior manager,23823.0,0
22.0,self enquiry,3,14.0,small business,male,3,4.0,basic,4.0,single,3.0,0,5,1,2.0,executive,21357.0,1
27.0,self enquiry,3,16.0,small business,female,3,4.0,deluxe,3.0,divorced,2.0,1,3,1,2.0,manager,20769.0,0
37.0,self enquiry,1,34.0,small business,male,4,4.0,deluxe,3.0,married,8.0,0,3,0,1.0,manager,23915.0,0
33.0,company invited,3,15.0,small business,female,3,4.0,standard,3.0,single,3.0,0,4,1,2.0,senior manager,27676.0,0
45.0,self enquiry,1,22.0,small business,female,4,4.0,standard,3.0,divorced,3.0,0,3,0,2.0,senior manager,26656.0,1
55.0,company invited,1,8.0,salaried,female,3,4.0,standard,3.0,married,2.0,0,5,0,2.0,senior manager,29180.0,0
38.0,company invited,1,8.0,small business,female,3,4.0,basic,4.0,married,5.0,0,3,0,0.0,executive,17468.0,0
49.0,company invited,1,24.0,salaried,male,3,3.0,deluxe,3.0,married,2.0,1,2,0,1.0,manager,21804.0,0
24.0,company invited,3,30.0,small business,male,2,3.0,basic,3.0,divorced,1.0,0,4,0,1.0,executive,17400.0,0
20.0,self enquiry,1,9.0,salaried,male,2,4.0,basic,3.0,single,2.0,0,3,0,1.0,executive,18033.0,0
45.0,self enquiry,1,26.0,small business,male,3,5.0,standard,5.0,married,3.0,1,3,0,0.0,senior manager,25851.0,0
49.0,self enquiry,1,13.0,salaried,male,2,4.0,standard,3.0,single,1.0,0,1,1,0.0,senior manager,25965.0,0
35.0,self enquiry,1,13.0,small business,male,3,4.0,basic,5.0,single,4.0,0,2,1,2.0,executive,21638.0,1
39.0,self enquiry,1,9.0,salaried,male,3,4.0,deluxe,3.0,married,2.0,0,1,1,2.0,manager,25231.0,0
38.0,self enquiry,1,32.0,small business,female,3,5.0,deluxe,3.0,married,2.0,0,3,1,1.0,manager,24409.0,0
29.0,company invited,1,8.0,salaried,male,2,3.0,deluxe,3.0,married,2.0,0,3,0,0.0,manager,23853.0,0
29.0,self enquiry,1,21.0,salaried,male,2,3.0,basic,3.0,single,2.0,0,3,1,1.0,executive,17340.0,0
42.0,self enquiry,3,10.0,salaried,male,3,5.0,deluxe,4.0,married,4.0,0,3,0,2.0,manager,27616.0,0
35.0,self enquiry,1,9.0,large business,female,4,4.0,deluxe,3.0,single,3.0,0,5,1,2.0,manager,25365.0,0
36.0,company invited,1,9.0,small business,male,1,3.0,basic,4.0,single,5.0,0,4,1,0.0,executive,17088.0,0
39.0,company invited,1,8.0,large business,female,3,3.0,standard,3.0,single,1.0,0,2,1,1.0,senior manager,25938.0,0
53.0,self enquiry,1,10.0,small business,male,3,5.0,standard,3.0,divorced,4.0,1,2,0,1.0,senior manager,26647.0,0
45.0,self enquiry,2,7.0,salaried,female,3,4.0,basic,3.0,married,6.0,1,3,1,1.0,executive,21873.0,0
30.0,self enquiry,3,16.0,small business,male,3,4.0,deluxe,3.0,divorced,2.0,0,2,1,0.0,manager,21578.0,0
23.0,self enquiry,1,15.0,salaried,male,4,6.0,basic,5.0,divorced,3.0,0,2,1,1.0,executive,21129.0,0
29.0,self enquiry,1,34.0,salaried,female,3,3.0,basic,3.0,married,5.0,0,5,1,0.0,executive,17514.0,0
28.0,self enquiry,1,9.0,small business,male,3,4.0,basic,4.0,divorced,2.0,0,5,1,1.0,executive,22146.0,0
33.0,self enquiry,1,12.0,salaried,male,3,5.0,deluxe,3.0,single,2.0,0,1,0,2.0,manager,28357.0,0
53.0,self enquiry,1,9.0,salaried,female,3,5.0,basic,3.0,single,2.0,0,3,1,1.0,executive,21890.0,0
28.0,self enquiry,1,13.0,salaried,male,3,3.0,basic,5.0,single,4.0,1,3,0,2.0,executive,21674.0,1
45.0,self enquiry,3,15.0,small business,male,3,3.0,standard,5.0,married,5.0,1,1,0,0.0,senior manager,25761.0,0
40.0,self enquiry,2,10.0,salaried,female,3,2.0,deluxe,4.0,married,2.0,0,1,0,1.0,manager,25067.0,0
47.0,self enquiry,3,10.0,large business,female,3,2.0,super deluxe,5.0,married,4.0,0,3,1,1.0,avp,31903.0,0
32.0,company invited,3,8.0,salaried,female,3,3.0,basic,5.0,married,2.0,0,3,1,0.0,executive,17827.0,0
39.0,self enquiry,1,32.0,salaried,female,3,5.0,standard,4.0,divorced,5.0,0,3,1,1.0,senior manager,30739.0,0
35.0,self enquiry,1,13.0,salaried,female,3,4.0,deluxe,3.0,single,3.0,0,3,1,1.0,manager,23487.0,0
31.0,company invited,3,10.0,small business,female,4,4.0,basic,3.0,single,3.0,1,5,1,2.0,executive,23305.0,1
35.0,company invited,1,10.0,salaried,male,2,4.0,basic,3.0,married,2.0,0,1,1,1.0,executive,17376.0,0
20.0,self enquiry,2,9.0,large business,male,3,5.0,basic,3.0,single,3.0,0,3,1,2.0,executive,21242.0,1
36.0,self enquiry,1,32.0,small business,female,3,4.0,standard,3.0,married,3.0,1,3,0,2.0,senior manager,29066.0,0
39.0,self enquiry,1,22.0,salaried,male,4,5.0,standard,3.0,married,2.0,1,5,1,3.0,senior manager,30188.0,0
37.0,self enquiry,1,21.0,salaried,male,4,4.0,deluxe,3.0,divorced,2.0,1,5,1,3.0,manager,25264.0,0
55.0,self enquiry,3,9.0,salaried,female,3,5.0,standard,3.0,married,8.0,0,5,1,2.0,senior manager,29364.0,0
43.0,self enquiry,1,19.0,small business,male,3,4.0,basic,4.0,married,2.0,0,1,1,2.0,executive,21444.0,0
25.0,self enquiry,3,24.0,salaried,male,3,1.0,deluxe,3.0,divorced,3.0,0,1,0,0.0,manager,21232.0,0
55.0,self enquiry,3,19.0,small business,male,2,1.0,super deluxe,3.0,single,7.0,1,3,1,1.0,avp,28695.0,1
36.0,company invited,1,11.0,salaried,male,3,4.0,deluxe,3.0,single,3.0,1,1,1,2.0,manager,22927.0,0
37.0,self enquiry,3,12.0,small business,male,3,3.0,deluxe,3.0,married,5.0,0,3,1,0.0,manager,21502.0,0
44.0,self enquiry,3,9.0,small business,male,4,4.0,deluxe,3.0,married,3.0,1,3,0,1.0,manager,26525.0,0
30.0,self enquiry,1,15.0,small business,male,4,5.0,deluxe,3.0,divorced,3.0,1,3,0,1.0,manager,23734.0,0
32.0,self enquiry,1,16.0,salaried,male,3,5.0,basic,4.0,single,2.0,1,3,1,1.0,executive,21335.0,0
53.0,self enquiry,3,12.0,small business,male,2,3.0,deluxe,3.0,married,3.0,1,5,0,1.0,manager,17306.0,0
29.0,self enquiry,1,31.0,salaried,male,3,5.0,basic,3.0,single,7.0,1,1,0,1.0,executive,20706.0,1
60.0,company invited,3,7.0,salaried,female,3,5.0,deluxe,3.0,single,2.0,0,5,1,2.0,manager,24151.0,0
21.0,self enquiry,1,11.0,large business,male,3,4.0,basic,5.0,single,3.0,0,3,1,2.0,executive,21651.0,1
54.0,self enquiry,3,31.0,salaried,male,4,4.0,standard,5.0,single,8.0,1,3,1,3.0,senior manager,29126.0,1
33.0,self enquiry,1,9.0,large business,male,4,4.0,basic,5.0,single,3.0,0,1,1,2.0,executive,21117.0,0
31.0,self enquiry,1,17.0,small business,female,4,4.0,standard,3.0,single,2.0,0,4,0,1.0,senior manager,28345.0,0
32.0,company invited,3,27.0,small business,female,3,4.0,deluxe,3.0,married,3.0,0,1,1,2.0,manager,25610.0,0
28.0,self enquiry,1,11.0,salaried,male,4,4.0,basic,3.0,married,3.0,0,4,1,2.0,executive,21195.0,0
55.0,self enquiry,1,8.0,salaried,female,3,3.0,super deluxe,3.0,single,3.0,1,5,0,1.0,avp,31659.0,0
34.0,self enquiry,3,8.0,salaried,male,2,3.0,deluxe,3.0,single,2.0,0,5,0,1.0,manager,21274.0,0
44.0,company invited,1,14.0,small business,male,3,2.0,basic,3.0,married,6.0,0,4,1,1.0,executive,20767.0,0
33.0,self enquiry,1,14.0,salaried,male,3,3.0,deluxe,3.0,single,3.0,1,3,0,2.0,manager,21388.0,0
44.0,self enquiry,1,9.0,salaried,male,2,3.0,king,3.0,married,5.0,1,1,0,1.0,vp,34513.0,0
29.0,self enquiry,1,34.0,salaried,female,3,3.0,basic,3.0,married,5.0,0,5,0,1.0,executive,17514.0,0
32.0,self enquiry,1,14.0,small business,female,3,1.0,deluxe,3.0,married,6.0,0,3,1,2.0,manager,20175.0,0
